idx_all,idx,english,french,ALL VOTEINTENTION,ALL CRITICISM,ALL SUPPORT,MACRON VOTEINTENTION,LEPEN VOTEINTENTION,MELENCHON VOTEINTENTION,MACRON CRITICISM,LEPEN CRITICISM,MELENCHON CRITICISM,MACRON  SUPPORT,LEPEN SUPPORT,MELENCHON SUPPORT
4079539,159,"In this case, what he says is obvious or false. Young people obviously vote more to the left. But it was not the older ones who voted for Le Pen in the majority (41% for Macron for those aged 65+). Those who voted for Le Pen in the majority were the intermediate ages 35-65.","Pour le coup ce qui l dit est évident ou faux La jeunesse vote évidemment plus à gauche Mais ce ne sont pas les plus âgés qui ont majoritairement voté le Pen (41% pour Macron pour les 65+) Ceux qui ont majoritairement voté le Pen, ce sont les âges intermédiaires 35-65",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
2139532,160,"I don't believe anything, I simply note that Macron does the same but benefits from a totem of immunity because he is on the right side of your chessboard... You can be anti-FN but you don't need to adorn the other candidate with imaginary virtues even if it reassures you!","Je ne crois rien, je constate simplement que Macron fait pareil mais bénéficie d un totem d immunité parce qu il est du bon côté de votre échiquier…  Vous pouvez être anti FN mais vous avez pas besoin de parer de vertus imaginaires l autre candidat même si ça vous rassure !",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
97177,161,"I've been crying with laughter for 10 minutes. I asked my mother for her prediction for tonight. What did she say? ""Uh, I'd say Macron against uh, Taubira.""",10 minutes que je pleure de rire j’ai demandé à ma mère son pronostic pour ce soir elle m’a dit quoi?? « Euh moi je dirais Macron contre euh Taubira »,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
4433777,162,IF LE PEN GETS UP WITH ZEMMOUR I WILL NOT VOTE <for her ZEMMOUR TOO TOO NEGATIVE ABOUT EVERYTHING WITH HIM WE HAVE NO LONGER TO DO BUT COMMIT SUICIDE; Presidential: Macron's unnoticed statement on euthanasia via,SI LE PEN SE MET AVEC ZEMMOUR je ne voterai PAS <pour elle ZEMMOUR TROP TROP NEGATIF  SUR TOUT AVEC LUI ON N A PLUS QU A SE SUICIDER; Présidentielle : la déclaration passée inaperçue de Macron sur l'euthanasie  via,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
4340920,163,"If we're going to get Macron back on track, I suggest we move from a five-year term to weekly presidential elections. I've noticed that he's very attentive a week before an election.","Quitte à se retaper Macron, je propose de passer du quinquennat  aux présidentielles hebdomadaires.  J'ai remarqué qu'il était très à l'écoute à une semaine d'une élection.",None,Macron,None,NO,NO,NO,YES,NO,NO,NO,NO,NO
571845,164,"Hello, could you tell me why you blocked my main account? I am a fervent supporter of Emmanuel Macron.","Bonjour, possible de savoir pourquoi vous avez bloqué mon compte principale  ? Alors que justement je suis un fervent défenseur d'Emmanuel Macron ",None,None,Macron,NO,NO,NO,NO,NO,NO,YES,NO,NO
4610938,165,"I agree your strategy is sound, but to vote for her, let alone affirm it, I can't. Let them sort it out for themselves. The fascists were already in heaven with Macron, I can't imagine with her. Not to mention that there are a lot of tricks to get her to really screw things up.",Suis d'accord votre stratégie se tiens mais de là a voter pour elle et plus encore de l'affirmer je peux pas. Qu'iels se demerdent. Les fafs étaient déjà aux anges avec Macron je n'ose imaginer avec elle. Sans compter que y'a pas mal d'entourloupe pour elle bien foutre la merde.,None,Le Pen,None,NO,NO,NO,NO,YES,NO,NO,NO,NO
4543363,166,"If we understand the logic: I want to beat the far right by voting for Macron in the second round... Personally, I prefer to beat them in the first round and not have to vote for Macron.",Si on comprend la logique : je veux battre l'extrême droite en votant Macron au second tour... Personnellement je préfère la battre au premier tour et ne pas avoir à voter Macron,None,Macron,None,NO,NO,NO,YES,NO,NO,NO,NO,NO
4671559,167,"Taubira makes a choice like a myriad of people on the left, including socialists. Voting for Mélenchon = possible failure of MLP but it is ensuring the re-election of Macron because JLM will be crushed in T2. ​​This choice is surprising. I vote for my candidate in T1 and I block T2.","Taubira fait un choix comme une myriade de gens de gauche, y compris socialistes Voter Mélenchon = possible échec de MLP mais c'est assurer la réélection de Macron car JLM sera écrasé au T 2 Surprenant ce choix. Moi, je vote pour ma candidateau T 1 et je fais barrage au T 2",None,Macron,None,NO,NO,NO,YES,NO,NO,NO,NO,NO
4006216,168,"Personally, I'll vote blank! It's clear that Macron will come back in force with his syringe!",Perso je voterai blanc! Il est clair que Macron va revenir en force avec sa seringue!,None,Macron,None,NO,NO,NO,YES,NO,NO,NO,NO,NO
1137699,169,"Tell yourself, my friend, that I, as a Muslim, would vote for Marine just to see your protégé Macron go to hell.... She won't do any worse than him.","Dis toi bien l'ami , que je moi musulman je voterais marine juste pour voir ton poulain Macron se casser .... Elle feras pas pire que lui",Le Pen,None,LePen,NO,YES,NO,NO,NO,NO,NO,NO,NO
3424448,170,I voted for Marine Le Pen and I know that those around me voted for Macron.,Moi j'ai votée MarineLePen et je sais que mon entourage à voter Macron,Le Pen,None,LePen,NO,YES,NO,NO,NO,NO,NO,NO,NO
1693795,171,Smoking I don't know but the finger that furtively comes to rub the nose of Macron of my regular mother looks exactly like the gesture of the cocaine user... . The powdered one what,Fumer je ne sais pas mais le doigt qui vient furtivement frotter le nez de Macron de ma mère régulière ressemble tout a fait au geste de l'usager de la cocaïne... . Le poudré quoi,None,Macron,None,NO,NO,NO,YES,NO,NO,NO,NO,NO
2613031,172,"Fascism doesn't protect, it destroys! Not a single vote for LP. The problem is that Macron also destroys! Just take stock! Since he claims that there is no such thing as a Republican vote and that people only vote for his project, let him go get his votes!","Le fascisme ne protège pas, il détruit ! Pas une voix pour LP. Le problème est que Macron aussi détruit ! Il suffit de dresser son bilan ! Puisqu'il prétend qu'il n'existe pas de vote républicain et que les gens votent uniquement pour  son projet, qu'il aille chercher ses voix !",None,Le Pen,None,NO,NO,NO,NO,YES,NO,NO,NO,NO
2542172,173,"On April 10, I voluntarily voted for a 5% cdt with a clear objective of guaranteeing a 2nd round Macron vs LePen. I can now vote Macron while maintaining my ""left"" facade because now I am obliged, you understand? It was IMPOSSIBLE to have other choices","Le 10 avril, j'ai voté volontairement pour un cdt à 5% avec un objectif clair visant à garantir un 2nd tour Macron vs LePen. Je peux maintenant voter Macron en conservant ma façade ""de gauche"" car là je suis obligée tu comprends ? C'était IMPOSSIBLE d'avoir d'autres choix",Macron,None,None,YES,NO,NO,NO,NO,NO,NO,NO,NO
1969190,174,"Imagine being in Le Pen's shoes, getting screwed like Abella Danger, on the subject of purchasing power by the president who screwed us on purchasing power Xptdr lol jpp nah but uh uh imagine JeVoteMacron NiMarineNiLePen pouvoirdachat DebatMacronLePen","Imaginez être à la place de Le Pen, se faire baiser comme Abella Danger, sur le sujet du pouvoir d'achat par le président qui nous a baisé sur le pouvoir d'achat  Xptdr lol jpp  nah mais euh euh imaginez JeVoteMacron NiMarineNiLePen pouvoirdachat DebatMacronLePen",Macron,Le Pen,None,YES,NO,NO,NO,YES,NO,NO,NO,NO
462740,175,"Well, between Macron and Le Pen, I don't hesitate for a second. And Mélenchon is just not possible. A president who prefers criminals to cops? With whom we will live without electricity but with mosques everywhere? No.","Bah entre Macron et le Pen, je n'hésite pas une seconde. Et Mélenchon c'est juste pas possible. Un président qui préfère les délinquants aux flics ? Avec qui on vivra sans électricité mais avec des mosquées partout ? Non",None,Mélenchon,None,NO,NO,NO,NO,NO,YES,NO,NO,NO
2418530,176,"Macron's France is a continuous chaos, which objectively a very large majority of French people have noticed (and that's excluding COVID, even before). Get out of your bobo city, no kidding, it's incredible to say so much nonsense...","La France de Macron c'est un chaos continu, qu'objectivement une très grande majorité des Français ont constatés (et ça en excluant le COVID, même avant). Sortez de votre bobo city sans déconner c'est incroyable de dire autant de conneries...",None,Macron,None,NO,NO,NO,YES,NO,NO,NO,NO,NO
2277761,177,"I will vote AGAINST Macron, out of respect and in support of the professionals suspended and martyred for refusing to vaccinate. This is one of the many reasons why I will sit on certain personal principles, but anything but this sick and toxic bastard.","Je voterai CONTRE Macron, par respect et en soutien des professionnels suspendus et martyrisés pour refus de vax.  C’est une des multiples raisons qui font que je vais m’asseoir sur certains principes personnels, mais tout sauf ce foutriquet malade et toxique.",None,Macron,None,NO,NO,NO,YES,NO,NO,NO,NO,NO
3876724,178,"Yes, yes, I agree with that, obviously. Besides, LFI is the movement that received the most abstentionist votes. But some will vote against Macron because they have seen the effects of his policies in their own flesh.","Oui, oui je suis d'accord avec ça évidemment. D'ailleurs LFI est le mvt qui a recup le plus de voix d'abstentionnistes. Mais certains iront voter face à Macron car on pu constater dans leur chair les effets de sa politique.",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
501091,179,"Well, I still note that a bank lent a young person the equivalent of the price of a Parisian apartment when his parents wouldn't have helped him? The banks were already nice to Macron. This guy never stops lying.",Ben moi je note quand même qu’une banque à prêté à un jeune l’équivalent du prix d’un appartement parisien alors que ses parents ne l’auraient pas aidé ? Elles étaient déjà sympa les banques avec Macron. Il ne s’arrête jamais de mentir ce type.,None,Macron,None,NO,NO,NO,YES,NO,NO,NO,NO,NO
1145393,180,Keep in mind that no one will get out of this if Macron is re-elected. What's happening in Shanghai will happen soon. Few people are aware of it because vacation plans mustn't be disrupted.,Dites vous bien que personne n'en sortira si Macron est réélu. Ce qui se passe à Shangaï va bientôt arrivé. Peu de gens en ont conscience parce que faut pas perturber les projets vacances.,None,Macron,None,NO,NO,NO,YES,NO,NO,NO,NO,NO
2129579,181,"I have no particular sympathy for Marine Le Pen. But she's right about this. In fact, she's far from the truth. Emmanuel Macron will kill France. That's his goal.",Je n'ai pas de sympathie particulière pour Marine Le Pen. Mais elle a raison sur ce point. Elle est même loin de la vérité.  Emmanuel Macron tuera la France. C'est son objectif.,None,Macron,None,NO,NO,NO,YES,NO,NO,NO,NO,NO
1487057,182,"And exposed to these facts I don't understand how one can still say to oneself ""ah yes, that represents me, such and such a right-wing candidate (Macron, Zemmour, Lepen) will improve my living conditions""... Even if one is selfish, aiming for anything but the right is better for oneself.","Et exposé à ces faits je comprends pas qu'on puisse quand même se dire ""ah oui, ça, ça me représente, tel candidat de droite (Macron, Zemmour, Lepen) va améliorer mes conditions de vie""... Même en étant égoïste, viser tout sauf la droite c'est mieux pour soi.",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
2481568,183,"The chosen marketing communication trend, a new form of cowardice, Macron-style: obviously, it's easier! No interviews, no debate, we're showing you a cute little film. Especially compared to Zemmour, who is very comfortable because he's driven by stable convictions.","La mode de la communication marketing choisie, nouvelle lâcheté à la sauce Macron : évidemment, c'est + facile ! Pas d'itw, pas de débat, on vous projette un petit film bien coquet. Surtout comparé à Zemmour, très à l'aise car porté par des convictions stables.",None,Macron,None,NO,NO,NO,YES,NO,NO,NO,NO,NO
1994275,184,"I forgot...I'm going to close my business...they'll go to hell...anyway, they voted for Meluche. So no compensation, they'll just have to ask Macron.","J oubliais...je vais fermer mon entreprise...ils iront se faire voir...de toutes façons, ils ont voté Meluche. Donc pas d indemnités   ils n aurobt qu à demander à Macron.",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
3580737,185,"No, I'm talking about income. It's from 3,000 euros that Macron starts to get exceptional voting figures. In my town, the richest neighborhood put 44 Macrons, 10 Zemmour and 8 Pécresse.",Non je parle des revenus c'est à partir de 3000 euros que Macron commence à obtenir des chiffres de votes exceptionnelle dans ma commune le quartier le plus riches a mis 44 Macron 10 Zemmour  et8 Pécresse,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
,186,"Z made a fool of himself, I'm very happy (we're off for another 5 years of Macron, what a disaster again)",Le Z s’est ridiculisé je suis très content ( on repart pour 5 ans de Macron quelle catastrophe encore ),None,Macron,None,NO,NO,NO,YES,NO,NO,NO,NO,NO
1134464,187,"To say that it's Macron against fascism is ironic when we know that this president shot protesters (young or old, women or men), brought high school students to their knees, sidelined healthcare workers, sidelined non-vaxxers, and pointed the finger at all these people.","Dire que c'est Macron contre le fascisme, c'est ironique quand on sait que ce président a tiré sur des manifestants ( jeune ou vieux, femme ou homme), mit à genoux des lycéens, mit au placard des soignants, mit à l'écart des non vax, pointé du doigt tout ce petit monde.",None,Macron,None,NO,NO,NO,YES,NO,NO,NO,NO,NO
909859,188,"Like freedom of speech because Le Pen is undermining democracy and then we will have nothing but our eyes to cry about, so stop believing in Le Pen, you (young people) who say that ""Macron Le Pen is the same"" reread the history books and dictionary for the word dictatorship","Comme la liberté de parole car le Pen met à mal la démocratie et la on aura plus que nos yeux pour pleurer donc arrêter de croire en le Pen vous (les jeunes) qui dites que que ""Macron le Pen c'est pareille"" relisez les livres d'histoires et dictionnaire pour le mot dictature",None,Le Pen,None,NO,NO,NO,NO,YES,NO,NO,NO,NO
5837767,189,"We understand that. Vote for Macron already and in the legislative elections and I'm asking to see because Merluche is constantly changing his tune. Do what I say but not what I do, that's his motto. For ecology but take the plane to the other side of the world non-stop in business class of course.",Ça on a bien compris. Votez deja Macron et aux législatives et je demande à voir car Merluche retourne sa veste sans cesse. Faites ce que je dis mais pas ce que je fais c’est sa devise. Pour l’écologie mais prend l’avion à l’autre bout du monde sans arrêt  en business bien sûr,None,Mélenchon,None,NO,NO,NO,NO,NO,YES,NO,NO,NO
5099955,190,You know what I think? He started the war when he went to see Putin. His visit took place a few days before Putin finally made a move. What did Macron say to him from the end of that long table? What message from NATO?,Vous savez ce que je pense ? C'est qu'il a déclenché la guerre quand il est allé voir Poutine. Sa visite s'est passée quelques jours avant que Poutine ne finisse par bouger. Que lui a dit Macron du bout de cette longue table ? Quel message de l'OTAN ?,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
1321254,191,"In 2017, for the second round, I tried to convince all my friends to vote for Macron, and I didn't vote for Macron (I didn't vote for Le Pen either). In 2022, I encourage all my friends to vote for Macron, and I will vote for Macron.","En 2017, pour le second tour, j'ai essayé de convaincre tout mes amis à voter Macron, et je n'ai pas voté Macron (je n'ai pas voté Le Pen non plus). En 2022, j'encourage tous mes amis à voter Macron, et je voterai Macron.",Macron,None,Macron,YES,NO,NO,NO,NO,NO,YES,NO,NO
1427685,192,"Does Macron's plan include the discount? Macronie says (timidly) that it's 43 years of contributions. Fine, but if I started at 18, and have therefore done my time, I should therefore stop at 61...but I'll take a discount...Interesting...","Est-ce que le projet de Macron intègre la décote? La Macronie dit (timidement) que c'est 43 annuités. Soit, mais si j'ai commencé à 18 ans, et que j'ai donc fait mon temps, je devrais donc m'arrêter à 61 ans...mais je vais me prendre une décote...Intéressant...",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
4198843,193,"Presidential Election: ""I spend, therefore I am,"" attacks Valérie Pécresse, targeting Emmanuel Macron at a rally, during which Nicolas Sarkozy is booed. | Les Echos","Présidentielle : « je dépense donc je suis » attaque Valérie Pécresse en ciblant Emmanuel Macron en meeting, durant lequel Nicolas Sarkozy est sifflé.| Les Echos ",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
3275983,194,Marine Le Pen wanted to refinish the facade but Macron revealed his plan,Marine le Pen voulais ripoliner la façade mais Macron a DÉVOILÉ son projet,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
4585529,195,"Either you're doing it on purpose or you didn't understand. In short: Macron is a traitor to France, since he sold France to the USA via McKinsey=Mckinseygate. And for the details, I invite you to read, reread.","Soit vous faites exprès soit vous n'avez pas compris. En résumé: Macron est un traître a la France, puisqu'il a vendu la France aux USA via McKinsey=Mckinseygate Et pour le détail, je vous invite à lire, relire ",None,Macron,None,NO,NO,NO,YES,NO,NO,NO,NO,NO
2033722,196,"I would have voted for Mélenchon if he had been the alternative to Macron, but I don't see Mélenchon's supporters voting for Le Pen.",J'aurais votée Mélenchon si il avait été l'alternative à Macron mais je ne vois pas les partisans de Mélenchon voter Le Pen.,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
2554877,197,"The OnePlanetSummit of , still as effective. Its famous ""at the same time"" therefore ... presidential2022 EmmanuelMacron Presidential: Jean Castex went to vote by private jet via","Le OnePlanetSummit de  , toujours aussi efficace. Son fameux ""en même temps"" donc ... presidentielles2022 EmmanuelMacron  Présidentielle: Jean Castex est allé voter en jet privé  via ",None,Macron,None,NO,NO,NO,YES,NO,NO,NO,NO,NO
2792433,198,"The rebels want a republic based on the three fundamental values ​​of the French Republic, as well as a progressive and ecological social project. Everything that Macron and Le Pen do not represent. You can insult us all you want, we don't fight.","Les insoumis veulent une république fondée sur les trois valeurs fondamentales de la république française, ainsi qu'un projet de société progressiste et écologiste. Tout ce que Macron et Le Pen ne représentent pas. Vous pouvez nous invectiver tant que vous voulez, on s'en bat.",None,None,Mélenchon,NO,NO,NO,NO,NO,NO,NO,NO,YES
2795065,199,Are the young people who voted for Macron okay?,Les jeunes qui ont voté Macron ça va?,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
908777,200,"As I've already stated here, Mélenchon is running a successful campaign (less so than Roussel, however). My criticisms remain valid, and I remain and will remain very critical of him. Nevertheless, and without much pleasure, I must vote for Mélenchon to save the left.","Comme je l'ai déjà affirmé ici, Mélenchon mène une campagne réussie (moins que Roussel cependant). Mes critiques restent valides, et je reste et resterai très critique envers lui. Néanmoins, et sans grand plaisir, je me dois de voter Mélenchon pour sauver la gauche.",Mélenchon,None,Mélenchon,NO,NO,YES,NO,NO,NO,NO,NO,YES
1160732,201,So tomorrow I'm going to vote for Emmanuel Macron. Why have Pécresse on the right or Hidalgo on the left? The reasons must escape me. The responsibility for seeing Le Pen or Mélenchon in the second round comes from these choices. And it's catastrophic. In 5 years the situation will have changed.,Donc demain je vais voter Emmanuel Macron. Pourquoi avoir Pécresse à droite ou Hidalgo à gauche ?  les raisons doivent m'échapper. La responsabilité de voir Le pen ou Mélenchon au deuxième tour vient de ces choix. Et c'est catastrophique. Dans 5 ans la donne aura changé.,Macron,None,Macron,YES,NO,NO,NO,NO,NO,YES,NO,NO
2014614,202,"I looked at the results by department/region. In the end, it's only around Paris that you have a lot of Mélenchon, and otherwise I'm very surprised to see the Zemmour/Le Pen ratio.",J'ai regardé les résultats par département/région. Au final c'est qu'autour de Paris que tu as beaucoup Mélenchon et sinon je suis très étonné de voir le taux Zemmour / le pen,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
2249719,203,"I treat those who deserve it... Lepen, sorry but I have a hard time... Mélenchon, let's not talk about it... As I said, a step back is necessary.","Je traite ceux qui le méritent... Lepen désolé mais j'ai du mal...  Mélenchon n'en parlons pas... Comme je l'ai dit, recul nécessaire.",None,Le Pen,None,NO,NO,NO,NO,YES,NO,NO,NO,NO
1164843,204,So the key for both candidates is abstention and Mélenchon. It's going to be a balancing act for both of them.,Donc la clé pour les deux candidats c'est abstention & Mélenchon. Difficile pour les deux ça va être un jeu d'équilibrisme,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
2686901,205,"We know the role of LREM and Rhaine. That of the media too. Then, many played the game of voting effectively for Mélenchon... but not enough. Hence this second round.","Le rôle de LREM et du Rhaine on le connaît. Celui des médias aussi. Ensuite, beaucoup ont joué le jeu du vote utile en direction de Mélenchon... mais pas assez. D'où ce 2e tour",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
1577434,206,And you really think that Mélenchon's voters will vote for MLP... I believe that we are heading towards an unprecedented number of abstentions,Et vous pensez réellement que les électeurs de Mélenchon vont voter pour MLP... je crois que nous allons vers un nombre d'abstention jamais égalé,None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
3491818,207,"For me, Mélenchon is out of the question; he is surrounded by anti-Semites. I have no desire for him to be in the second round.",Mélenchon pour moi c'est hors de question il est entouré d'antisémites .je n'ai aucune envie qu'il soit au deuxième tour.,None,Mélenchon,None,NO,NO,NO,NO,NO,YES,NO,NO,NO
2015424,208,"I received it. But no voter registration card. No problem, I remind Mélenchon's voters that all they need is an ID card to vote. A voter registration card is not mandatory. For those who vote for MLP or Macron, however, it is mandatory.","J'ai reçu. Mais pas de carte d'électeur. Pas grave, je rappelle aux électeurs de Mélenchon qu'il suffit d'une pièce d'identité pour voter. Carte d'électeur pas obligatoire. Pour ceux qui votent MLP ou Macron, par contre, elle est obligatoire. ",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
23669,209,"""Young people will tell me we haven't got there yet. So I say to you: do better, thank you!"" Jean-luc D.Mélenchon 1st Round Melenchon","""Les jeunes me diront on n'y est pas encore arrivé. Alors je vous dis : faites mieux, merci !"" Jean-lucD.Mélenchon  1erTour Melenchon ",Mélenchon,None,Mélenchon,NO,NO,YES,NO,NO,NO,NO,NO,YES
125907,210,"2nd Round Given Mélenchon's result in the Overseas Territories and in certain departments, given the small difference between him and Le Pen, given the rejection of responsibility on the left, given the Sorbonne, a small three-way race in keeping with the 1st Round?","2emeTour Vu le résultat de Mélenchon dans les Outremer et dans certains départements, vu la faible différence entre lui et LePen, vu les rejets de responsabilité à gauche, vu La Sorbonne, une petite triangulaire dans le respect du 1erTour ?",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
2021607,211,"I voted for Mélenchon. I will vote for MLP. If Z had been in the second round, I would have voted for Z. Anything but Macron, whatever the cost. (In 2017 I abstained) PS: I am pro-Frexit and ex-UPR.","J'ai voté Mélenchon. Je voterai MLP. Si Z avait été au 2nd tour, j'aurais voté Z. Tout sauf Macron, quoi qu'il en coûte. (En 2017 je m'étais abstenu) PS : je suis pro Frexit et ex UPR.",Le Pen,Macron,LePen,NO,YES,NO,YES,NO,NO,NO,NO,NO
4066610,212,"For these 2022 presidential elections, I will vote for Mélenchon so that he reaches the second round instead of the extreme right.",Pour ces presidentielles2022 je voterai Mélenchon pour qu'il accède au second tour en lieu et place de l'extrême droite.,Mélenchon,None,Mélenchon,NO,NO,YES,NO,NO,NO,NO,NO,YES
2003112,213,"I counted the ballots, from what I saw it's more Macron/Mélenchon, that's a spoiler.","J'ai dépouillé les bulletins, de ce que j'ai vu c'est plus Macron/Mélenchon voilà je spoil",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
390486,214,"My bad, I confused the YPG (which Macron supports) with the PKK (which he claims to fight). I am the first to hate Mélenchon's foreign policy and I understand that he can be criticized (...)","Au temps pour moi, j'ai fais la confusion entre YPG (que Macron soutien) et PKK (qu'il prétend combattre). Je suis le 1er à détester la politique étrangère de Mélenchon et je comprends qu'on puisse lui reprocher (...)",None,Mélenchon,None,NO,NO,NO,NO,NO,YES,NO,NO,NO
3638952,215,"We are counting on you, my friends at Mélenchon. We all want the good of our France and our children. The time has come to vote. The hardest part is getting us young people to come together behind Marine.","Nous comptons sur vous mes amis chez Mélenchon, nous voulons tous le bien de notre France, de nos enfants, l'heure est venue de voter , le plus dure reste a faire rassembler nous les jeunes derrières Marine",Le Pen,None,LePen,NO,YES,NO,NO,NO,NO,NO,NO,NO
5836260,216,"There's no point in responding to trolls on Twitter. We're in a democracy, everyone votes for whoever they want. Yeah, it pisses me off to see a Macron-Le Pen second round, I would have preferred to see Mélenchon. But in the first round, I prefer to vote for the candidate who suits me (EELV)","Ça ne sert à rien de répondre aux trolls sur Twitter. On est en démocratie, chacun vote pour qui il veut. Ouais, ça me saoule de voir un second tour Macron-Le Pen, j'aurais préféré voir Mélenchon. Mais au premier tour, je préfère voté pour le candidat qui me correspond (EELV)",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
2085662,217,"I completely understand those who voted for Mélenchon, even if personally it was no longer possible for me. Now that the collective defeat is confirmed, we must all have our eyes fixed on the legislative elections with a common goal: unite or see the left die.","Je comprends parfaitement ceux qui ont voté Mélenchon, même si personnellement ce n'était plus possible pour moi.  Maintenant que la défaite collective est entérinée, on doit tous avoir les yeux rivés sur les législatives avec un objectif commun: s'unir ou voir la gauche mourir.",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
1127756,218,"Sunday, clearly on my way to vote, I will think about all these years of struggle with Macron, all his broken promises, and above all I will think that with Mélenchon I will be able to live decently with an increase in the minimum wage SundayIVoteMelenchon",Dimanche moi clairement sur le chemin pour aller voter je vais penser à toutes ces années de galère avec Macron toutes ses promesses non tenues et je vais surtout penser qu’avec Mélenchon je vais pouvoir vivre décemment avec une augmentation du smic DimancheJeVoteMelenchon,Mélenchon,Macron,Mélenchon,NO,NO,YES,YES,NO,NO,NO,NO,YES
784731,219,"It's not very funny, but I want to point out that if the case of the Jew under the tram starts to make the news, Mélenchon will have been right about the incident a week before the presidential election.","Ce n'est pas très drôle mais je tiens à faire remarquer que si l'affaire du juif sous le tramway commence à faire l'actualité, Mélenchon aura bien eu raison sur l'incident à une semaine de la présidentielle.",None,Mélenchon,None,NO,NO,NO,NO,NO,YES,NO,NO,NO
4557097,220,"If you want a 2) don't hesitate, I could tell you about Mr. Mélenchon's deafness, which allowed Macron, through this reflection, to discredit two of his competitors in the presidential election... classy.","Si tu veux un 2) n’hésite pas, je pourrait te parler de la surdité de mr Mélenchon, qui a permis à Macron par cette réflexion de discréditer 2 de ses concurrents à la présidentielle… classe.",None,Mélenchon,None,NO,NO,NO,NO,NO,YES,NO,NO,NO
2287139,221,I swear I woke up hoping that in the early morning I'd find out that Mélenchon had passed. And so I'm still frustrated despite the night.,"Je vous juuuure que je le suis réveillé dans l'espoir qu'au petit matin, j'apprends que Mélenchon est passé . Et du coup, je suis toujours frustré malgré la nuit ",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
3479652,222,"Mélenchon: diversity without touching! And if you touch me I'll move away with haste, disgust and contempt.","Mélenchon : la mixité sans se toucher !  Et si tu me touches je me dégage avec hâte, dégout et mépris ..",None,Mélenchon,None,NO,NO,NO,NO,NO,YES,NO,NO,NO
3484779,223,"Mélenchon as heir, a guy who, in third place, feels more legitimate than the first two, having taken over the whole of the left through a game of blackmailing pressure on the ""useful vote"", claiming that all these votes are a plebiscite, not bad...","Mélenchon en héritier, un type qui, troisième, se sent plus légitime que les deux premiers, en ayant fait main basse sur l'ensemble de la gauche par un jeu de pression chantage au ""vote utile"", affirmant que tous ces votes sont un plébiscite, pas mal...",None,Mélenchon,None,NO,NO,NO,NO,NO,YES,NO,NO,NO
3450613,224,"My son tells me he supports Philippe Poutou, my ex (his mother) voted for Mélenchon, the last one left me when I told her I was R! My best friends don't talk to me anymore because they campaign for LO or in indigenous associations. You guys are so lucky","Mon fils me dit soutenir Philippe Poutou, mon ex (sa mère) a voté Mélenchon, la dernière m'a quitté quand je luis ai dit que j'étais R! Mes meilleurs amis ne me parlent plus parce qu'ils militent pour LO ou dans des asso indigénistes. Vous avez bien se la chance vous autres ",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
650479,225,"The mentality of the French is crazy, I voted for Mélenchon and yet I'm not Islamic, eh!! Shitty thoughts for a shitty fascist, go back and vote for Zemmour and don't come and bother us","C'est dingue la mentalité des français, j'ai voté Mélenchon et pourtant je suis pas islamique hein !!  Réflexion de merde pour un facho de merde retourne voté Zemmour et viens pas nous faire chier",Mélenchon,None,None,NO,NO,YES,NO,NO,NO,NO,NO,NO
4357867,226,"Turbocon reasoning, there are reasons not to vote for Mélenchon, that's what I'm going to do elsewhere, but claiming that it's better that Le Pen is in the second round is really a load of crap.","Raisonnement turbocon, y a des raisons de pas voter Mélenchon c'est ailleurs ce que je vais faire, mais prétendre que c'est mieux que le Pen soit au second tour c'est vraiment de la merde en paquet.",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
5296300,227,"This is one of the conditions for me to vote for you; Mélenchon, Prime Minister. But what guarantee do you give, other than blah blah blah, no written guarantee?","c'est une des conditions pour que je vote pour vous; Mélenchon ,premier ministre. Mais quelle garantie vous donnez, sinon du blablabla, aucune garantie écrite",None,None,None,NO,NO,NO,NO,NO,NO,NO,NO,NO
